,roles,companies,locations,experience,salary,Dates,PresentDate,skills
1246,SURGICAL GASTROENTEROLOGIST,DOCTORS DOOR,Palakkad,0-3 Yrs,Not disclosed,30+ Days Ago,2024-11-24,MalayalamSurgicalGastroenterologyICUManagement
1247,GENERAL SURGEON,DOCTORS DOOR,Kottayam,0-5 Yrs,Not disclosed,30+ Days Ago,2024-11-24,Malayalamconsultant general surgeonGeneral surgeryGeneral SurgeonDNBManagementSurgeonConsulting
1248,RMO ( Resident Medical Officer ),Westfort Hi Tech Hospital,Thrissur,0-2 Yrs,Not disclosed,30+ Days Ago,2024-11-24,HRhumanRmoMedicalHrsd
1249,RESIDENT MEDICAL OFFICER,DOCTORS DOOR,Kollam,0-3 Yrs,Not disclosed,30+ Days Ago,2024-11-24,MalayalamManagementDoctorMedical
1250,Biochemist,DOCTORS DOOR,"Kochi, Thrissur, Kozhikode, Thiruvananthapuram",0-5 Yrs,Not disclosed,30+ Days Ago,2024-11-24,SpectroscopyHypothesis TestingInstrumentationMentorBiochemistryResearchMolecular biologyChromatography
1251,Medical Transcriptionist - Trainee Medical Transcription,Aster Medcity,Kannur,0-2 Yrs,Not disclosed,30+ Days Ago,2024-11-24,TranscriptionMedical transcriptionLegalProof readingMedical TranscriptionistTrainingMedical
1252,Technology Interns,Parentune Com,Gurugram,0-1 Yrs,Not disclosed,30+ Days Ago,2024-11-24,BackendFront endInternchild developmentManager TechnologyTechnical LeadMentorInternship
1253,Care Buddy specialist,Prayojana,Chennai,0-4 Yrs,Not disclosed,30+ Days Ago,2024-11-24,ProcurementPrintingBasicPDFWeb technologiesSocial mediamedical recordsManagement
1254,Website and IT Executive,Prayaga Scientific Lab,Kochi,0-3 Yrs,Not disclosed,30+ Days Ago,2024-11-24,Social media marketingIT ProfessionalWordpressWIXWeb developmentCMSHTMLE-marketing
1255,Laboratory Associate,Prayaga Scientific Lab,Kochi,0-3 Yrs,Not disclosed,30+ Days Ago,2024-11-24,Cell cultureBiotechnologyChemistryStandard operating proceduresLife sciencesEquipment maintenanceMolecular biologyTroubleshooting
1256,Registrar Anesthesiology,Aster Pharmacy,Kochi,0-3 Yrs,Not disclosed,30+ Days Ago,2024-11-24,anesthesiologyRegistrar
1257,Specialist Critical Care Medicine,Aster Pharmacy,Kannur,0-3 Yrs,Not disclosed,30+ Days Ago,2024-11-24,Critical careMedicineCritical Care Medicine
1258,Pharmacist Pharmacy,Aster Pharmacy,Kannur,0-2 Yrs,Not disclosed,30+ Days Ago,2024-11-24,Pharmacy
1259,Associate Guest Relations,Aster Pharmacy,Kannur,0-3 Yrs,Not disclosed,30+ Days Ago,2024-11-24,Guest relationsRelationshipGuest
1260,Medical Officer,Ang Placement And Staffing Solutions,"Pendra, Hoshangabad, Raipur",1-6 Yrs,8-10 Lacs PA,9 Days Ago,2024-11-24,MBBSOPDRmoOTCritical CareNICUICUEmergency
1261,Anesthesiologist,Ang Placement And Staffing Solutions,"Surajpur, Bhopal, Tilda",0-5 Yrs,25-40 Lacs PA,17 Days Ago,2024-11-24,AnesthesiologyPain ManagementAnesthesiaCritical CareAnaesthetist ActivitiesICUIntensive CareManagement
1262,Dermatologist,Skinaa Clinic,Jaipur,0-4 Yrs,Not disclosed,30+ Days Ago,2024-11-24,SurgicalDermatology
1263,Telecaller,Skinaa Clinic,Jaipur,0-2 Yrs,Not disclosed,30+ Days Ago,2024-11-24,TelecallerTelecalling
1264,Receptionist,Skinaa Clinic,Jaipur,0-3 Yrs,Not disclosed,30+ Days Ago,2024-11-24,Front officeTranscriptionConsultingDoctorRoomMonitoringInventoryFront
1265,Staff Nurse,Matis Multispecialty Hospital,Ahmedabad,0-4 Yrs,Not disclosed,30+ Days Ago,2024-11-24,opdhealth care servicesemergency medicinegnmnursingmedicinepatient carehealthcare
1266,Care Executive (Floor Coordinator),Sgvp Holistic Hospital,Ahmedabad,0-2 Yrs,Not disclosed,30+ Days Ago,2024-11-24,Senior ExecutiveFloor Coordinator
1267,Speech Therapist,Paramount Therapy Clinic,Chennai,0-3 Yrs,Not disclosed,30+ Days Ago,2024-11-24,Speech TherapistSpeech TherapySpeech
1268,Paediatric Intensivist,PRS Hospital,Thiruvananthapuram,0-3 Yrs,Not disclosed,30+ Days Ago,2024-11-24,anaesthesiologistintensive careanesthesiologyemergency medicinecritical careinternal medicinenursingmedicine
1269,Executive.Finance,Aster Pharmacy,Kannur,0-2 Yrs,Not disclosed,30+ Days Ago,2024-11-24,ledgeraccounts receivableaccounts payableforecastingregulatoryaccountinggeneral ledgerbudgeting
1270,Associate Consultant.Critical Care Medicine,Aster Pharmacy,Kannur,0-3 Yrs,Not disclosed,30+ Days Ago,2024-11-24,critical care medicineopdintensive careanesthesiologyemergency medicinecritical careinternal medicineintubation
1271,Physiotherapist,Blossoms Physiotherapy And Child Rehabilitation,Panchkula,0-2 Yrs,Not disclosed,30+ Days Ago,2024-11-24,sportshydrotherapyphysiotherapytherapybptyogaexerciseortho
1272,Gynecologist,DOCTORS DOOR,Kottayam,0-1 Yrs,Not disclosed,30+ Days Ago,2024-11-24,MalayalamDNBManagement
1273,Dermatologist,DOCTORS DOOR,Kottayam,0-5 Yrs,Not disclosed,30+ Days Ago,2024-11-24,MalayalamDermatologyManagement
1274,Consultant Medical Gastroenterologist,DOCTORS DOOR,Kottayam,0-5 Yrs,Not disclosed,30+ Days Ago,2024-11-24,MalayalamGastroenterologyICUManagementConsultingMedical
1275,Anaesthesiologist,DOCTORS DOOR,Kozhikode,0-4 Yrs,Not disclosed,30+ Days Ago,2024-11-24,AdministrationCritical careAnesthesiaDNBManagementAnaesthesiologist
1276,Pharmacist,Aster Medcity,Kannur,0-3 Yrs,Not disclosed,30+ Days Ago,2024-11-24,sidepharmaceuticalpharmaceuticsquality controlproductiondrug safetymedicineal
1277,RMO Professional,DOCTORS DOOR,Kochi,0-4 Yrs,Not disclosed,30+ Days Ago,2024-11-24,Patient CareMedical PracticeMedical DiagnosisTreatment PlanningClinical SkillsMedicalPlanningDiagnosis
1278,Trainee - Operations,Aster Medcity,Kannur,0-2 Yrs,Not disclosed,30+ Days Ago,2024-11-24,training and developmentteam managementtraining operationsproductioncustomer servicetraining managementtraininglearning and development
1279,Consultant Anthesiologist,HLG Hospital PVT LTD,Asansol,0-5 Yrs,Not disclosed,30+ Days Ago,2024-11-24,AdministrationSurgicalPain managementAnesthesiaMonitoringManagementConsulting
1280,Account Executive,Directshifts,Thane,0-2 Yrs,Not disclosed,30+ Days Ago,2024-11-24,SalesSAASFinanceSales processAccounts ExecutiveBudgetingMS OfficeProduct marketing
1281,Medical coder,Blubell Pharma,Sonipat,0-3 Yrs,Not disclosed,30+ Days Ago,2024-11-24,Organic chemistryNursingMicrobiologyPharmaPharmacyZoologyGNMBotany
1282,Physician (MD/DNB),Vitality Healthcare,"Kheda, Mehmedabad",0-4 Yrs,Not disclosed,16 Days Ago,2024-11-24,internal medicineMedicineMd MedicinePhysician ActivitiesGeneral Medicinephysiciangeneral physicianFamily Medicine
1283,Gynaecologist,Vitality Healthcare,"Kheda, Ahmedabad",0-1 Yrs,Not disclosed,16 Days Ago,2024-11-24,GynaecologistGynecologygynecologistMS GynaecologyDNB GynaecologyObstetricsMicrosoftDNB
1284,Consultant Pediatrician,Vitality Healthcare,Kheda,0-3 Yrs,Not disclosed,16 Days Ago,2024-11-24,PediatricianDNB pediatricpediatricsNeonatologyDchNICUMD pediatricpatient care
1285,Consultant Radiology,Vitality Healthcare,Vadodara,0-5 Yrs,Not disclosed,16 Days Ago,2024-11-24,RadiologyDNB radiologyRadio DiagnosisMRIColor DopplerMD radiologyRadiologistX-rays
1286,Marketing Executive (Medical Representative),Tablets India Ltd.,Cuddalore,0-2 Yrs,Not disclosed,30+ Days Ago,2024-11-24,SalesMarketing ExecutiveMedical RepresentativeMedicalMarketing
1287,Associate-Medical Transcriptionist - Medical Transcription,Aster Medcity,Kannur,0-3 Yrs,Not disclosed,30+ Days Ago,2024-11-24,Medical transcriptionTranscriptionMedical
1288,RADIOLOGIST,DOCTORS DOOR,Chennai,0-4 Yrs,Not disclosed,30+ Days Ago,2024-11-24,DiagnosticsUSGRadiologyDNBDoctorManagement
1289,Executive Guest Relations,Aster Medcity,Kannur,0-3 Yrs,Not disclosed,30+ Days Ago,2024-11-24,Executiveguest satisfactionComplaint handlingManagementCRMGuest relationsHandlingGuest
1290,Graduate Engineer Trainee,Ami Polymer,Dadra & Nagar Haveli,0-2 Yrs,Not disclosed,30+ Days Ago,2024-11-24,TrainingEngineer TraineeComplianceAnalyticalProductionProject planningManager Quality ControlNew product development
1291,GET( Graduate Engineer Trainee),Ami Polymer,Dadra & Nagar Haveli,0-2 Yrs,Not disclosed,30+ Days Ago,2024-11-24,TrainingEngineer TraineeComplianceAnalyticalProductionProject planningManager Quality ControlNew product development
1292,Marketing Executive,Novice Healthcare,Bharatpur,0-1 Yrs,Not disclosed,30+ Days Ago,2024-11-24,visualforcebrandingsfdcbusiness developmentadvertisingtriggerstrackingdashboards
1293,Marketing Executive,Novice Healthcare,"Chomu, Jhunjhunun",0-1 Yrs,Not disclosed,30+ Days Ago,2024-11-24,visualforcebrandingsfdcbusiness developmentadvertisingtriggerstrackingdashboards
1294,MD / DNB Medicine,"Amritdhara, My Hospital",Karnal,0-1 Yrs,Not disclosed,30+ Days Ago,2024-11-24,internal medicinecritical caremedicineteachingprogress 4glresearchgeneral medicinehealthcare
1295,Radiologist,DOCTORS DOOR,Kottayam,0-4 Yrs,Not disclosed,30+ Days Ago,2024-11-24,RadiologyUSGDNBManagement
1296,Radiologist,DOCTORS DOOR,Thrissur,0-4 Yrs,Not disclosed,30+ Days Ago,2024-11-24,USGRadiology
1297,Consultant Urologist,DOCTORS DOOR,Thrissur,0-4 Yrs,Not disclosed,30+ Days Ago,2024-11-24,UrologyConsulting
1298,Specialist - Critical Care Medicine,Aster Medcity,Kannur,0-3 Yrs,Not disclosed,30+ Days Ago,2024-11-24,Cold callingSalesNetworkingSocial mediaFinanceMarket researchSales ExecutiveCritical care
1299,Quality Executive - Quality,Aster Medcity,Kannur,0-3 Yrs,Not disclosed,30+ Days Ago,2024-11-24,SupervisorQuality improvementNursingNursing StaffRegistered NursePatient careHealthcareSaving
1300,Quality Executive - Quality,Aster Medcity,Kannur,0-3 Yrs,Not disclosed,30+ Days Ago,2024-11-24,Senior ExecutiveManagementRevenue cycle managementRevenueSeniorQuality
1301,Pharmacist - Pharmacy,Aster Medcity,Kannur,0-3 Yrs,Not disclosed,30+ Days Ago,2024-11-24,Senior ExecutiveManagementRevenue cycle managementRevenuePharmacySenior
1302,PG Resident - Academics,Aster Medcity,Kannur,0-3 Yrs,Not disclosed,30+ Days Ago,2024-11-24,Senior ExecutiveManagementRevenue cycle managementAcademicsRevenueSenior
1303,Medical Transcriptionist Associate - Guest Relations,Aster Medcity,Kannur,0-3 Yrs,Not disclosed,30+ Days Ago,2024-11-24,Senior ExecutiveManagementRevenue cycle managementMedicalMedical TranscriptionistSeniorGuestGuest relations
1304,Lecturer - Academics,Aster Medcity,Palakkad,0-3 Yrs,Not disclosed,30+ Days Ago,2024-11-24,Senior ExecutiveManagementRevenue cycle managementLecturer activitiesRevenueAcademicsSenior
1305,Junior Technician - Neurology,Aster Medcity,Kannur,0-3 Yrs,Not disclosed,30+ Days Ago,2024-11-24,Senior ExecutiveManagementRevenue cycle managementSeniorRevenueNeurology
1306,Junior Technician - CSSD,Aster Medcity,Kannur,0-3 Yrs,Not disclosed,30+ Days Ago,2024-11-24,Senior ExecutiveManagementRevenue cycle managementSeniorRevenue
1307,Junior Pharmacist - Pharmacy,Aster Medcity,Kannur,0-2 Yrs,Not disclosed,30+ Days Ago,2024-11-24,Senior ExecutiveManagementRevenue cycle managementSeniorPharmacyRevenue
1308,Health Care Assistant - Nursing Services,Aster Medcity,Kannur,0-3 Yrs,Not disclosed,30+ Days Ago,2024-11-24,Senior ExecutiveManagementRevenue cycle managementSeniorRevenueHealthcareAssistanceNursing
1309,Executive - Operations,Aster Medcity,Kannur,0-3 Yrs,Not disclosed,30+ Days Ago,2024-11-24,Senior ExecutiveManagementRevenue cycle managementRevenueOperationsSenior
1310,Executive - Business Development,Aster Medcity,Kannur,0-3 Yrs,Not disclosed,30+ Days Ago,2024-11-24,Senior ExecutiveManagementRevenue cycle managementRevenueSeniorBusiness developmentDevelopment
1311,Executive Secretary - Administration,Aster Medcity,Palakkad,0-3 Yrs,Not disclosed,30+ Days Ago,2024-11-24,Senior ExecutiveManagementRevenue cycle managementExecutive supportAdministrationSeniorSecretarial activitiesRevenue
1312,Executive - Guest Relations,Aster Medcity,Kannur,0-3 Yrs,Not disclosed,30+ Days Ago,2024-11-24,Senior ExecutiveManagementRevenue cycle managementSeniorGuestRevenueRelationshipGuest relations
1313,Consultant - Gastroenterology,Aster Medcity,Kannur,0-7 Yrs,Not disclosed,30+ Days Ago,2024-11-24,Senior ExecutiveManagementRevenue cycle managementConsultingSeniorGastroenterologyRevenue
1314,Consultant - paediatric Intensivist - Paediatrics,Aster Medcity,Kannur,0-3 Yrs,Not disclosed,30+ Days Ago,2024-11-24,Senior ExecutiveManagementRevenue cycle managementSeniorPediatricsRevenueConsulting
1315,Audiologist - ENT,Aster Medcity,Kannur,0-3 Yrs,Not disclosed,30+ Days Ago,2024-11-24,ProcurementSenior Executive ProcurementAuditingENTSeniorAudiology
1316,Associate - Insurance,Aster Medcity,Kannur,0-3 Yrs,Not disclosed,30+ Days Ago,2024-11-24,TelecomSenior Executive Information TechnologyInterpersonal skillsData managementManager TechnologyInfrastructureHardwareTechnology solutions
1317,Associate - Finance,Aster Medcity,Kannur,0-3 Yrs,Not disclosed,30+ Days Ago,2024-11-24,TelecomSenior Executive Information TechnologyInterpersonal skillsData managementManager TechnologyInfrastructureHardwareTechnology solutions
1318,Associate - Billing,Aster Medcity,Kannur,0-3 Yrs,Not disclosed,30+ Days Ago,2024-11-24,PayrollHR processesData managementSenior ExecutiveProject managementHR policiesHRData
1319,Associate - Billing,Aster Medcity,Kannur,0-3 Yrs,Not disclosed,30+ Days Ago,2024-11-24,Senior managementTalent acquisitionSenior ExecutiveStrategic HRHR policiesHRManagementSenior HR
1320,Resident - Radiology Services,Aster Medcity,Kozhikode,0-3 Yrs,Not disclosed,30+ Days Ago,2024-11-24,TranscriptionLegalProof readingGuest relationsGuestRadiologyRelationship
1321,Resident - Plastic Surgery,Aster Medcity,Kozhikode,0-2 Yrs,Not disclosed,30+ Days Ago,2024-11-24,Interpersonal skillsClaimsComplianceProcess improvementBillingManagementRevenue cycle managementAccounts receivable
1322,Resident - Pediatric,Aster Medcity,Kozhikode,0-3 Yrs,Not disclosed,30+ Days Ago,2024-11-24,AuditorManager Internal AuditInterpersonal skillsSenior managementComplianceProcess improvementAnalyticalFinance
1323,Resident - Orthopedics,Aster Medcity,Kozhikode,0-3 Yrs,Not disclosed,30+ Days Ago,2024-11-24,Interpersonal skillsManager Information TechnologyComplianceDisaster recoveryManager Technologydata privacyManagementIT operations
1324,Resident - Oncology,Aster Medcity,Kozhikode,0-3 Yrs,Not disclosed,30+ Days Ago,2024-11-24,Manager Information TechnologyHP data protectorManager TechnologyTechnology solutionsBudgetingManagementDataTechnology management
1325,Resident - Obstetrics & Gynecology,Aster Medcity,Kozhikode,0-3 Yrs,Not disclosed,30+ Days Ago,2024-11-24,Manager Information TechnologyHP data protectorManager TechnologyTechnology solutionsBudgetingManagementTechnologyObstetrics
1326,Resident - General Surgery,Aster Medcity,Kozhikode,0-3 Yrs,Not disclosed,30+ Days Ago,2024-11-24,Manager Information TechnologyHP data protectorManager TechnologyTechnology solutionsBudgetingManagementTechnologyTechnology management
1327,Resident - General Surgery,Aster Medcity,Kozhikode,0-3 Yrs,Not disclosed,30+ Days Ago,2024-11-24,SupervisorTrainingPerformance managementSenior managementComplianceBusiness Development ManagerRelationship buildingRelationship
1328,Resident - General Medicine,Aster Medcity,Kozhikode,0-3 Yrs,Not disclosed,30+ Days Ago,2024-11-24,CoachingMentoringInterpersonal SkillsProfessional CommunicationCommunication skillsGeneralMedicineInterpersonal
1329,Resident - General Medicine,Aster Medcity,Kozhikode,0-3 Yrs,Not disclosed,30+ Days Ago,2024-11-24,NeurologyBasicInterpersonal skillsTestingInterpersonalInterpersonal SkillSoftware testingMedicine
1330,Resident - Family Medicine,Aster Medcity,Kozhikode,0-3 Yrs,Not disclosed,30+ Days Ago,2024-11-24,NeurologyBasicInterpersonal skillsTestingInterpersonalInterpersonal SkillSoftware testingMedicine
1331,Resident - ENT,Aster Medcity,Kozhikode,0-3 Yrs,Not disclosed,30+ Days Ago,2024-11-24,DiagnosticsComplianceRecords managementData qualitymedical recordsManagementAuditingTesting
1332,Resident - Clinical Pathology,Aster Medcity,Kozhikode,0-3 Yrs,Not disclosed,30+ Days Ago,2024-11-24,UsageSurgicalComplianceInspectionHealthcareInventoryClinical pathologyPathology
1333,Resident - Cardiology,Aster Medcity,Kozhikode,0-3 Yrs,Not disclosed,30+ Days Ago,2024-11-24,UsageSurgicalComplianceInspectionHealthcareInventoryCardiology
1334,Resident - Anaesthesiology,Aster Medcity,Kozhikode,0-2 Yrs,Not disclosed,30+ Days Ago,2024-11-24,UsageSurgicalComplianceInspectionHealthcareInventoryAnaesthesiology
1336,Executive - Human Resources,Aster Medcity,Malappuram,0-2 Yrs,Not disclosed,30+ Days Ago,2024-11-24,DiagnosticsHealthcaremedical recordsMonitoringMedicalResource
1337,Consultant - Paediatric Cardiac Surgery,Aster Medcity,Kozhikode,0-3 Yrs,Not disclosed,30+ Days Ago,2024-11-24,ComplianceExecutive Information TechnologyInfrastructureDeploymentTechnology operationsTechnologyCardiac SurgerySurgery
1338,Associate - Front Office,Aster Medcity,Malappuram,0-2 Yrs,Not disclosed,30+ Days Ago,2024-11-24,TrainingComplianceSenior ExecutiveHRManagementEmployee relationsRecruitmentOffice
1339,Specialist - Emergency Medicine,Aster Medcity,Kannur,0-3 Yrs,Not disclosed,30+ Days Ago,2024-11-24,Cold callingInterpersonal skillsSalesNetworkingMarket researchBusiness Development ExecutiveCustomer serviceMonitoring
1340,Specialist - Critical Care Medicine,Aster Medcity,Kannur,0-3 Yrs,Not disclosed,30+ Days Ago,2024-11-24,Cold callingInterpersonal skillsSalesNetworkingMarket researchBusiness Development ExecutiveCustomer serviceMonitoring
1341,Resident - Radiology Services,Aster Medcity,Kozhikode,0-3 Yrs,Not disclosed,30+ Days Ago,2024-11-24,Interpersonal skillsSenior managementInternal auditAnalyticalProject managementDeputy Manager Internal AuditManagementRisk management
1342,Resident - Plastic Surgery,Aster Medcity,Kozhikode,0-2 Yrs,Not disclosed,30+ Days Ago,2024-11-24,Interpersonal skillsSenior managementInternal auditAnalyticalProject managementDeputy Manager Internal AuditManagementRisk management
1343,Resident - Pediatric,Aster Medcity,Kozhikode,0-3 Yrs,Not disclosed,30+ Days Ago,2024-11-24,PayrollPerformance managementComplianceAnalyticalConsultingHRTraining and DevelopmentManagement
1344,Resident - Orthopedics,Aster Medcity,Kozhikode,0-3 Yrs,Not disclosed,30+ Days Ago,2024-11-24,Due diligenceIncome taxGeneral accountingFinanceBook KeepingDeputy Manager Finance AccountsCost benefit analysisManagement reporting
1345,Resident - Oncology,Aster Medcity,Kozhikode,0-3 Yrs,Not disclosed,30+ Days Ago,2024-11-24,Financial statementsTreasury managementAccountingFinancial planningCash flowDeputy Manager Finance AccountsBudgetingtax compliance
1346,Resident - Obstetrics & Gynecology,Aster Medcity,Kozhikode,0-3 Yrs,Not disclosed,30+ Days Ago,2024-11-24,Financial statementsTreasury managementAccountingFinancial planningCash flowDeputy Manager Finance AccountsBudgetingtax compliance
1347,Resident - Family Medicine,Aster Medcity,Kozhikode,0-3 Yrs,Not disclosed,30+ Days Ago,2024-11-24,Financial statementsTreasury managementAccountingFinancial planningCash flowDeputy Manager Finance AccountsBudgetingtax compliance
1348,Resident - ENT,Aster Medcity,Kozhikode,0-3 Yrs,Not disclosed,30+ Days Ago,2024-11-24,NutritionPatient careHealthcaremedical recordsPhysical therapyMonitoringTherapyPhysical
1349,Resident - Clinical Pathology,Aster Medcity,Kozhikode,0-3 Yrs,Not disclosed,30+ Days Ago,2024-11-24,Patient careHealthcarecardiac surgeryManagementMonitoringClinicalSurgeryPathology
1350,Resident - Cardiology,Aster Medcity,Kozhikode,0-3 Yrs,Not disclosed,30+ Days Ago,2024-11-24,SurgicalOrthopedicsPatient careHealthcareAnesthesiaPhysical therapyMonitoringPhysical
1351,Resident - Anaesthesiology,Aster Medcity,Kozhikode,0-2 Yrs,Not disclosed,30+ Days Ago,2024-11-24,SurgicalOphthalmologyManagementTestingAnaesthesiologySoftware testing
1352,Pharmacist - Pharmacy,Aster Medcity,Kozhikode,0-2 Yrs,Not disclosed,30+ Days Ago,2024-11-24,SurgicalPatient careHealthcareAnesthesiaOphthalmologyMonitoringPharmacy
1353,Pharmacist - Pharmacy,Aster Medcity,Kannur,0-3 Yrs,Not disclosed,30+ Days Ago,2024-11-24,SurgicalConsultingHealthcaremedical recordsMedicalPharmacy
1354,PG Resident - Academics,Aster Medcity,Kannur,0-3 Yrs,Not disclosed,30+ Days Ago,2024-11-24,SurgicalPatient careCritical careHealthcareAnesthesiaNeurosurgeryMonitoringAcademics
1358,Office Assistants - Business Development,Aster Medcity,Kozhikode,0-2 Yrs,Not disclosed,30+ Days Ago,2024-11-24,GastroenterologyPatient careAssistanceBusiness developmentOfficeDevelopmentOffice assistance
1359,Office Assistants - Business Development,Aster Medcity,Kozhikode,0-2 Yrs,Not disclosed,30+ Days Ago,2024-11-24,SurgicalanaesthesiologyPatient careCritical careHealthcareAnesthesiaVentilationManagement
1360,Medical Transcriptionist Associate - Guest Relations,Aster Medcity,Kannur,0-3 Yrs,Not disclosed,30+ Days Ago,2024-11-24,TrainingInterpersonal skillsSurgicalNursing Staffintensive careMedical DoctorPain managementPatient care
1361,Junior Technician - Medical Records,Aster Medcity,Kannur,0-3 Yrs,Not disclosed,30+ Days Ago,2024-11-24,NeuroDiagnosticsRadiologyHealthcaremedical recordsManagementMonitoringMedical
1362,Junior Technician - CSSD,Aster Medcity,Kannur,0-3 Yrs,Not disclosed,30+ Days Ago,2024-11-24,PediatricsInterpersonal skillsAnalyticalmedical recordsManagementResearchMedicalInterpersonal
1363,Junior Technician - CSSD,Aster Medcity,Kannur,0-3 Yrs,Not disclosed,30+ Days Ago,2024-11-24,TrainingClinical InstructorNursingHealthcareMentorTeachingMentoringClinical
1364,Junior Technician - Blood Bank,Aster Medcity,Kannur,0-3 Yrs,Not disclosed,30+ Days Ago,2024-11-24,TrainingClinical InstructorNursingHealthcareMentorTeachingMentoringBlood Bank
1365,Junior Technician - Blood Bank,Aster Medcity,Kannur,0-3 Yrs,Not disclosed,30+ Days Ago,2024-11-24,Nursing StaffPatient careLegalHealthcaremedical recordsManagementMonitoringNurse
1366,Junior Respiratory Therapist - Critical Care,Aster Medcity,Kannur,0-3 Yrs,Not disclosed,30+ Days Ago,2024-11-24,TrainingConsultingHealthcareCritical careRespiratory
1367,Junior Respiratory Therapist - Critical Care,Aster Medcity,Kannur,0-3 Yrs,Not disclosed,30+ Days Ago,2024-11-24,TrainingEngineering ManagerTroubleshootingbiomedicalPreventive maintenanceTestingMaintenancePreventive
1368,Junior Pharmacist - Pharmacy,Aster Medcity,Kannur,0-2 Yrs,Not disclosed,30+ Days Ago,2024-11-24,TrainingEngineering ManagerTroubleshootingbiomedicalPreventive maintenanceTestingSoftware testingPreventive
1369,Junior Pharmacist - Pharmacy,Aster Medcity,Kannur,0-2 Yrs,Not disclosed,30+ Days Ago,2024-11-24,ConsultingManagementTestingPharmacySoftware testing
1370,Junior OT Technician - Operation Theatre,Aster Medcity,Kannur,0-3 Yrs,Not disclosed,30+ Days Ago,2024-11-24,Interpersonal skillsClaimsCodingMedical codingAnalyticalBillingHealthcareRevenue cycle management
1371,Junior Echo/TMT Technician - Cardiology,Aster Medcity,Kannur,0-3 Yrs,Not disclosed,30+ Days Ago,2024-11-24,Financial statementsInterpersonal skillsProcess improvementFinancial operationsRevenue cycle managementMS OfficeInterpersonalMicrosoft
1372,Junior Dialysis Technician - Nephrology,Aster Medcity,Kannur,0-3 Yrs,Not disclosed,30+ Days Ago,2024-11-24,Financial statementsInterpersonal skillsProcess improvementFinancial operationsRevenue cycle managementMS OfficeProcessFinance
1373,Health Care Assistant - Nursing,Aster Medcity,Kannur,0-3 Yrs,Not disclosed,30+ Days Ago,2024-11-24,Financial statementsInterpersonal skillsProcess improvementFinancial operationsRevenue cycle managementMS OfficeInterpersonalManagement
1374,Health Care Assistant - Nursing Services,Aster Medcity,Kannur,0-3 Yrs,Not disclosed,30+ Days Ago,2024-11-24,Financial statementsInterpersonal skillsProcess improvementFinancial operationsRevenue cycle managementMS OfficeProcessAssistance
1375,Executive - Staff Support Service,Aster Medcity,Kozhikode,0-2 Yrs,Not disclosed,30+ Days Ago,2024-11-24,Financial statementsInterpersonal skillsProcess improvementFinancial operationsRevenue cycle managementMS OfficeInterpersonalMicrosoft
1376,Executive - Quality Management,Aster Medcity,Kozhikode,0-3 Yrs,Not disclosed,30+ Days Ago,2024-11-24,Financial statementsInterpersonal skillsProcess improvementFinancial operationsRevenue cycle managementMS OfficeInterpersonalMicrosoft
1377,Executive - Procurement & Stores,Aster Medcity,Kozhikode,0-3 Yrs,Not disclosed,30+ Days Ago,2024-11-24,Financial statementsInterpersonal skillsProcess improvementFinancial operationsRevenue cycle managementMS OfficeOperationsManagement
1378,Executive - Operations,Aster Medcity,Kannur,0-3 Yrs,Not disclosed,30+ Days Ago,2024-11-24,PrintingSalesPharmacyPharmaInventoryOperationsPharmaceutical
1379,Executive - Operations,Aster Medcity,Kannur,0-3 Yrs,Not disclosed,30+ Days Ago,2024-11-24,Lead generationData analysisProcess optimizationCompetitive analysisBusiness Development ManagerSocial mediaMarketing campaignsMarket research
1380,Executive - Insurance,Aster Medcity,Kannur,0-3 Yrs,Not disclosed,30+ Days Ago,2024-11-24,Cold callingAdministrationNetworkingInsurance claimsRelationshipManagementRisk managementClaims
1381,Executive - Human Resources,Aster Medcity,Kozhikode,0-3 Yrs,Not disclosed,30+ Days Ago,2024-11-24,AdministrationBasicFront officeSchedulingManagementMonitoringFrontResource
1382,Executive - General Medicine,Aster Medcity,Kozhikode,0-3 Yrs,Not disclosed,30+ Days Ago,2024-11-24,Financial statementsFinancial AssociateAccountingFinanceRegulatory complianceTaxationManagementPayroll administration
1383,Executive - Front Office,Aster Medcity,Kozhikode,0-2 Yrs,Not disclosed,30+ Days Ago,2024-11-24,Financial AssociateFinancial reportingFixed assetsAccountingFinanceBankingCash flowTax returns
1384,Executive - Finance,Aster Medcity,Kozhikode,0-2 Yrs,Not disclosed,30+ Days Ago,2024-11-24,Financial AssociateFinancial reportingFixed assetsAccountingFinanceBankingCash flowTax returns
1385,Executive - Business Development,Aster Medcity,Kozhikode,0-2 Yrs,Not disclosed,30+ Days Ago,2024-11-24,Budget preparationInterpersonal skillsFinancial AssociateFinancial reportingComplianceExternal auditFinanceFinancial operations
1386,Executive - Business Development,Aster Medcity,Kannur,0-3 Yrs,Not disclosed,30+ Days Ago,2024-11-24,Budget preparationInterpersonal skillsFinancial AssociateFinancial reportingComplianceExternal auditFinanceFinancial operations
1387,Executive - Billing,Aster Medcity,Kannur,0-3 Yrs,Not disclosed,30+ Days Ago,2024-11-24,Budget preparationInterpersonal skillsFinancial AssociateFinancial reportingComplianceExternal auditFinanceFinancial operations
1388,Executive - Guest Relations,Aster Medcity,Kannur,0-3 Yrs,Not disclosed,30+ Days Ago,2024-11-24,Budget preparationInterpersonal skillsFinancial AssociateFinancial reportingComplianceExternal auditFinanceFinancial operations
